Type,Age,Breed1,Gender,Color1,MaturitySize,FurLength,Vaccinated,Dewormed,Sterilized,Health,Quantity,Fee,State,VideoAmt,PhotoAmt
2,9,247,2,1,2,2,2,2,2,1,1,0,41326,0,1
1,36,307,1,1,2,1,1,1,1,1,1,0,41326,0,1
1,2,307,1,2,2,1,1,1,2,1,1,0,41326,0,7
1,1,307,3,1,2,1,1,1,1,1,4,8,41401,0,4
2,2,266,1,1,3,1,2,2,2,1,1,0,41326,0,5
1,12,307,1,1,2,2,3,1,3,1,1,0,41401,0,1
1,1,307,3,1,2,2,2,2,2,1,6,0,41327,0,1
2,13,299,1,4,2,1,2,2,1,1,1,50,41326,0,1
1,12,307,1,1,2,2,1,1,1,1,1,0,41330,0,4
1,2,307,2,1,1,1,2,2,2,1,1,0,41401,0,5
2,5,266,2,1,1,1,2,2,2,1,1,0,41326,0,5
2,2,299,3,1,2,2,2,2,2,1,3,0,41326,0,3
2,6,265,2,1,1,2,1,1,1,1,1,30,41326,0,3
1,4,307,1,2,2,1,1,1,2,1,1,0,41326,0,2
1,3,307,2,5,2,2,2,2,2,1,1,0,41326,0,5
1,5,128,2,1,2,1,3,3,2,1,1,0,41326,0,5
1,60,307,1,2,2,1,1,1,2,1,1,0,41326,0,1
2,1,299,2,1,2,2,2,2,2,1,1,0,41401,0,4
1,2,307,2,2,2,2,2,1,2,1,1,0,41326,0,11
1,5,307,2,5,1,1,2,2,3,1,3,0,41401,0,3
1,47,307,1,1,2,1,1,1,2,1,1,0,41336,0,0
1,2,307,2,2,2,2,1,2,2,1,1,40,41327,0,1
1,2,307,3,2,2,2,2,2,2,1,4,0,41326,4,10
2,5,266,1,3,2,1,2,3,2,1,3,0,41326,0,2
1,7,307,2,2,2,1,1,1,2,1,1,0,41326,0,1
1,48,307,2,1,2,2,1,1,1,1,1,0,41401,0,5
1,24,307,1,1,2,2,3,3,3,1,1,0,41326,0,1
2,1,266,1,1,2,1,2,2,2,1,1,0,41326,0,1
1,3,307,2,2,3,1,3,3,2,1,1,0,41326,0,2
2,21,264,1,5,2,3,1,1,2,1,1,0,41326,0,3
2,2,266,1,1,1,1,2,2,2,1,1,100,41326,0,4
1,12,307,2,1,2,2,2,2,3,1,1,0,41326,0,4
2,4,266,1,2,2,1,2,1,2,1,1,0,41327,0,5
1,4,307,2,2,2,1,1,1,2,1,1,0,41326,0,5
2,2,265,1,6,2,2,2,2,2,1,1,0,41327,1,16
2,1,265,2,1,2,2,2,2,2,1,1,0,41401,0,5
2,24,254,2,3,1,1,1,1,1,1,1,50,41401,0,13
1,7,20,2,1,2,1,1,1,1,1,1,500,41326,0,10
1,1,307,2,2,2,1,2,2,2,1,1,0,41401,0,2
2,3,266,1,6,2,1,2,1,2,1,1,0,41327,0,1
1,60,179,1,5,1,3,1,3,1,2,1,200,41326,0,1
1,5,307,2,1,2,1,1,1,1,1,1,0,41401,0,1
1,11,307,2,2,2,1,1,3,1,1,1,0,41326,0,1
1,41,307,1,2,2,1,2,1,1,1,1,0,41326,0,5
1,20,307,1,1,2,1,3,3,3,1,2,0,41326,0,1
1,1,307,1,7,2,3,2,2,2,1,1,0,41401,0,1
2,2,266,3,1,2,1,2,2,2,1,4,0,41326,0,4
1,29,102,1,1,2,1,1,1,3,1,1,0,41327,0,2
1,2,307,3,1,2,1,1,1,2,1,5,0,41401,0,13
1,2,307,3,2,2,2,1,1,3,1,2,0,41332,0,2
1,2,307,3,1,2,1,3,3,3,2,2,0,41401,0,2
2,6,266,2,1,1,1,3,1,1,1,1,0,41401,0,2
2,3,266,1,4,1,1,1,1,1,1,1,0,41401,0,7
1,5,307,3,1,2,1,2,2,2,1,4,0,41326,0,4
2,18,266,1,1,2,1,2,2,2,1,1,0,41326,0,2
2,12,265,2,1,2,2,1,1,1,1,1,0,41326,0,1
1,2,307,2,1,2,1,2,2,2,1,3,0,41336,0,3
1,2,307,2,2,2,1,1,1,2,1,1,30,41326,0,4
2,2,242,2,2,2,3,1,1,2,1,1,400,41326,1,11
2,36,266,1,2,3,1,1,1,1,1,1,0,41326,0,5
2,2,254,3,1,2,2,2,2,2,1,2,0,41326,0,5
1,0,307,3,1,2,1,2,2,2,1,5,0,41326,0,1
1,2,307,2,2,2,2,1,1,2,1,1,0,41326,0,0
2,60,285,2,2,3,3,1,1,1,1,1,0,41361,0,2
2,10,266,2,2,2,1,2,2,1,1,1,0,41326,0,9
2,0,266,3,1,1,1,2,2,2,1,5,0,41401,0,2
2,24,264,1,6,3,3,2,2,2,1,1,100,41401,0,3
1,12,307,1,2,2,2,3,3,3,1,1,0,41401,0,3
1,18,218,1,5,2,2,1,1,2,2,1,0,41326,0,3
2,4,266,1,1,2,2,2,2,2,1,1,0,41401,0,5
2,6,254,3,1,1,2,2,2,2,1,5,0,41330,0,1
1,1,307,2,2,2,1,2,2,2,1,1,0,41401,0,14
1,12,307,2,1,2,1,1,1,1,1,1,100,41332,0,2
1,2,307,1,1,2,2,2,1,2,1,1,0,41401,0,6
1,2,26,1,1,3,1,1,1,2,1,1,0,41326,0,4
1,17,76,2,1,2,1,1,1,1,1,1,0,41401,0,7
1,2,307,1,1,2,1,2,2,2,1,1,0,41326,0,2
2,6,265,2,6,2,2,2,1,2,1,1,0,41325,0,4
2,1,283,2,1,1,2,2,1,2,2,1,0,41326,0,1
1,3,307,2,2,2,1,1,1,2,1,1,0,41401,0,1
2,6,266,2,2,2,1,1,1,1,1,1,0,41326,0,5
1,19,78,2,1,3,1,1,1,2,1,1,500,41326,0,4
2,8,265,1,6,2,2,1,1,2,1,1,0,41326,0,2
2,1,266,1,1,1,1,2,2,2,2,1,0,41326,0,1
1,6,307,2,2,2,1,1,1,2,1,1,0,41326,0,13
2,2,266,1,1,2,2,2,1,2,1,1,0,41326,0,4
1,3,307,2,2,1,1,1,1,2,2,1,0,41401,0,2
2,1,292,1,7,1,1,2,1,2,1,1,0,41401,0,1
1,1,307,2,2,2,1,2,2,2,1,1,0,41326,0,2
1,3,152,2,1,2,1,2,1,2,1,1,0,41326,0,3
1,3,307,2,1,2,2,1,1,2,1,1,0,41326,0,2
2,1,283,1,5,2,2,2,2,2,1,1,0,41326,0,3
1,12,307,1,2,2,2,3,3,3,1,1,0,41326,0,5
1,3,307,3,1,2,2,3,3,2,1,4,0,41326,1,2
1,4,307,1,2,2,1,1,1,2,1,1,0,41326,0,4
2,2,265,2,2,1,2,2,2,2,1,3,0,41326,0,5
1,42,20,1,2,2,1,2,2,2,1,1,0,41327,0,5
2,3,266,1,1,1,1,2,1,2,1,1,0,41332,0,2
1,1,307,3,1,3,2,2,2,2,1,6,0,41326,7,21
1,5,307,2,5,2,2,1,1,1,2,2,0,41330,0,3
1,4,128,1,5,2,1,2,1,2,2,1,0,41326,0,1
2,3,265,1,1,2,2,2,1,2,1,3,0,41401,0,2
2,3,266,2,4,2,1,1,1,1,1,1,100,41326,0,2
2,11,266,1,5,2,1,1,1,1,1,1,100,41326,0,6
2,3,266,2,1,2,2,2,2,2,1,1,0,41401,0,5
1,0,307,3,2,1,2,2,2,2,1,5,5,41326,0,0
1,12,307,1,4,2,1,1,1,1,1,1,0,41401,0,4
2,1,265,2,2,2,2,2,2,2,1,1,0,41367,0,0
2,1,266,1,2,2,1,2,2,2,1,1,0,41325,0,4
1,15,72,1,2,1,1,1,1,2,1,1,0,41326,0,3
2,6,241,2,1,1,3,3,3,3,2,1,0,41326,0,3
1,15,179,2,5,2,1,1,1,2,1,1,500,41330,0,1
2,6,299,2,6,2,1,2,2,2,1,1,50,41326,0,4
1,60,60,3,1,1,1,1,1,1,1,2,0,41326,0,4
2,2,266,1,2,1,1,2,2,2,1,1,0,41326,0,5
1,0,307,3,2,2,1,2,2,2,1,2,0,41326,0,14
2,2,265,2,6,1,2,2,1,2,1,1,0,41401,0,5
1,2,307,1,1,2,2,1,1,2,1,1,0,41326,0,5
2,3,254,2,1,1,2,2,1,2,1,1,0,41401,0,3
1,2,307,1,1,1,2,2,2,2,2,1,0,41326,0,2
1,4,15,1,1,2,3,1,1,1,1,1,0,41330,0,3
2,2,266,1,7,1,1,1,1,2,1,1,0,41326,0,3
2,3,266,1,1,1,1,2,2,2,1,1,0,41401,1,8
1,12,307,1,2,2,2,1,1,1,1,1,0,41401,0,1
1,60,20,1,1,2,1,1,1,1,1,1,0,41326,0,8
1,36,207,2,1,1,3,1,1,1,1,1,0,41326,0,1
1,1,218,3,1,2,2,2,2,2,1,4,250,41401,0,3
2,2,264,3,6,2,3,2,1,2,1,2,0,41332,0,4
1,54,307,2,1,2,2,1,2,2,1,1,0,41324,0,2
1,12,103,2,1,3,2,3,3,3,1,1,0,41326,0,4
2,1,266,1,1,2,1,2,2,2,1,1,50,41332,0,1
1,3,307,2,3,1,1,1,1,2,1,1,0,41326,0,1
2,7,285,1,1,3,3,1,1,2,1,1,200,41401,0,3
1,2,141,2,1,3,1,3,3,3,1,1,0,41326,0,5
2,2,265,3,4,1,1,2,2,2,1,3,0,41326,0,6
2,7,265,2,6,2,2,1,1,1,1,1,0,41326,0,3
2,2,266,1,2,2,1,1,1,2,1,2,50,41335,0,5
1,4,307,2,5,2,2,2,2,2,1,1,0,41327,0,2
1,24,307,1,3,2,1,1,1,2,1,1,0,41330,0,3
1,10,218,2,2,1,1,3,3,1,1,1,0,41327,0,3
2,3,266,3,1,1,1,2,2,2,1,5,0,41326,0,4
2,3,299,3,4,2,1,3,3,3,1,4,0,41336,0,5
2,12,292,2,2,2,1,2,2,2,1,1,0,41326,0,2
2,5,266,1,1,1,1,3,3,3,1,1,0,41401,0,5
2,3,285,2,1,2,1,2,2,2,1,1,0,41401,0,1
2,2,242,2,5,2,3,2,1,2,1,1,650,41326,0,6
1,7,307,2,2,2,1,1,1,1,1,1,0,41326,0,6
1,72,141,3,3,3,1,1,1,1,1,2,0,41326,0,2
2,4,265,3,2,1,2,2,2,2,1,2,0,41401,0,2
2,1,266,3,3,2,1,2,2,2,1,3,0,41326,0,3
1,2,307,1,2,2,1,1,1,2,1,1,0,41401,0,3
2,2,299,3,2,1,1,1,1,2,1,2,0,41326,0,5
1,2,307,2,1,2,1,1,1,2,1,1,0,41330,0,2
1,1,307,3,2,2,1,2,2,2,1,9,0,41326,0,7
2,2,266,2,1,2,1,2,1,2,1,1,0,41326,0,12
2,48,244,2,2,3,3,1,3,3,1,1,300,41326,0,2
2,1,265,2,1,2,2,2,2,2,1,1,0,41326,0,1
1,14,307,2,1,2,2,1,1,1,1,1,0,41326,0,1
1,12,307,2,2,2,1,1,1,2,1,1,0,41326,0,3
1,6,307,2,1,1,2,2,2,2,1,1,0,41326,0,4
1,1,307,3,1,3,1,3,3,3,1,6,0,41326,0,1
2,3,299,2,1,1,2,2,1,2,1,1,0,41401,0,1
1,2,307,2,2,2,2,1,1,2,1,1,0,41326,0,5
1,12,307,2,1,2,1,1,1,1,1,1,250,41401,0,2
2,2,276,2,2,2,3,2,2,2,1,1,100,41326,0,1
1,2,307,1,1,3,2,1,1,2,1,1,0,41326,0,2
1,2,307,1,1,3,1,2,1,2,1,4,0,41326,1,18
1,8,307,2,1,2,1,1,1,1,1,1,0,41401,0,3
1,18,307,2,1,2,1,1,1,1,1,1,0,41326,0,3
2,7,266,2,3,2,2,2,3,1,1,1,0,41326,0,2
1,18,307,1,2,2,1,1,1,2,1,1,0,41401,0,6
1,2,307,2,1,2,2,2,1,2,1,1,0,41401,0,2
1,2,307,1,1,2,1,3,3,3,1,1,0,41401,0,3
2,3,266,1,1,1,1,2,2,2,1,2,0,41326,0,23
2,2,266,1,1,1,1,1,1,2,1,2,0,41326,0,2
2,1,265,1,2,2,2,3,3,3,1,1,0,41326,0,7
1,2,307,3,2,1,1,2,2,2,1,2,0,41401,0,3
2,8,265,3,1,2,2,2,2,2,1,3,0,41326,0,0
1,2,213,1,2,2,1,1,1,1,1,5,0,41326,0,3
1,3,128,2,2,2,1,1,1,2,1,1,500,41336,0,1
1,2,218,1,2,2,2,1,1,2,1,1,0,41326,0,5
2,3,266,3,5,2,1,2,1,2,1,2,0,41326,0,3
1,3,307,3,1,3,2,2,1,2,1,2,0,41326,0,6
2,4,266,1,1,2,1,2,1,2,1,2,0,41326,0,5
2,4,266,1,4,2,1,2,2,2,1,2,100,41326,0,3
1,36,20,1,1,2,1,3,3,1,1,1,0,41332,0,3
1,5,307,3,2,2,2,1,1,2,1,2,0,41401,0,5
1,2,103,1,1,2,1,3,3,2,1,1,0,41326,0,4
1,20,307,1,1,2,1,1,1,1,1,1,0,41401,0,2
2,2,264,2,1,1,3,2,2,2,1,1,0,41326,0,5
2,3,266,1,1,2,1,1,1,2,1,1,59,41401,0,4
1,6,307,1,2,2,1,1,1,1,1,1,0,41326,0,3
2,7,266,1,4,2,2,2,2,2,1,1,0,41401,0,1
1,12,307,1,2,2,2,2,2,2,1,1,0,41326,0,3
2,1,266,3,1,1,1,2,2,2,1,3,0,41327,0,3
2,10,266,2,2,2,1,2,2,2,1,1,0,41401,0,2
1,5,78,1,1,2,1,1,1,1,1,1,0,41326,0,6
2,2,265,1,4,1,2,2,1,2,1,1,0,41326,0,5
1,1,307,1,1,2,2,1,1,2,1,1,0,41326,0,1
1,2,307,2,1,2,1,2,2,2,1,1,0,41326,0,3
2,4,306,1,1,3,1,2,1,2,1,1,0,41326,0,9
2,2,266,2,1,2,1,2,2,2,1,1,0,41401,0,7
2,3,247,3,1,2,2,2,1,3,2,2,0,41401,0,3
1,96,141,2,4,3,1,1,1,1,1,1,0,41326,0,6
1,2,307,1,1,2,2,2,2,2,1,4,0,41327,0,7
2,18,266,2,1,2,1,3,3,2,1,1,0,41326,0,1
1,1,307,2,1,2,2,2,2,2,1,1,0,41326,0,6
2,3,265,2,1,2,2,2,1,2,1,1,0,41326,0,2
2,1,265,1,6,2,2,2,2,2,1,1,0,41326,0,1
1,2,307,1,2,2,2,2,1,2,1,1,0,41401,0,5
2,2,266,1,3,2,1,2,2,2,1,1,50,41326,0,4
2,4,299,1,6,1,1,2,1,2,1,1,50,41326,0,4
2,3,266,2,4,2,1,1,1,2,1,1,0,41326,0,3
1,4,307,2,2,2,1,1,1,1,1,2,0,41401,0,1
1,2,307,2,2,2,2,1,1,2,1,1,0,41326,0,5
2,1,266,2,2,2,1,2,1,3,1,1,0,41326,0,4
1,1,307,2,5,2,2,2,2,2,1,1,0,41326,0,10
2,21,254,2,1,2,1,1,1,1,1,1,0,41326,2,2
2,2,265,3,1,2,2,2,2,2,1,5,0,41401,0,4
1,84,307,2,2,2,1,1,1,1,1,1,0,41326,0,1
1,12,141,2,3,2,2,3,3,3,1,1,0,41332,0,2
1,72,205,2,2,1,1,3,1,3,1,1,0,41326,0,2
1,12,307,3,2,2,2,3,3,3,1,2,0,41401,0,2
2,3,266,1,3,2,1,2,1,2,1,1,0,41326,0,1
1,77,195,1,6,2,1,1,1,1,1,1,0,41401,0,3
1,2,307,3,1,1,2,2,2,2,1,12,0,41326,0,5
2,3,265,3,2,2,2,2,2,2,1,4,0,41401,0,2
2,2,266,1,7,1,1,2,2,2,1,1,0,41335,0,1
2,12,292,1,2,2,3,1,1,2,1,1,100,41326,0,2
1,3,307,2,2,2,2,2,2,2,1,1,0,41326,1,4
1,1,307,2,1,3,2,1,1,2,1,1,0,41326,0,5
2,12,292,1,2,3,1,2,2,2,1,1,0,41401,0,5
1,2,307,3,1,2,1,2,2,2,1,7,0,41326,0,12
2,3,266,3,2,1,1,3,1,1,1,7,60,41401,0,5
2,12,247,1,2,2,2,1,1,2,1,1,350,41326,0,4
1,2,307,2,2,2,2,1,1,2,1,1,0,41326,0,1
1,6,307,2,1,1,1,1,1,2,1,1,0,41326,0,2
1,2,307,2,1,2,2,2,2,2,1,3,0,41326,0,6
1,255,307,1,2,2,2,3,3,3,1,1,0,41330,0,3
1,2,307,2,1,1,1,1,1,2,1,1,0,41326,0,5
2,1,266,2,2,2,1,2,1,2,1,1,0,41326,2,3
1,3,307,3,2,2,1,2,2,2,1,4,0,41330,0,2
2,4,299,2,1,2,1,3,3,1,1,5,0,41336,0,1
2,3,266,2,1,2,1,2,2,2,1,1,0,41326,0,3
1,2,307,2,7,2,2,2,1,2,1,1,0,41327,0,1
1,20,218,2,2,2,2,1,1,2,1,1,0,41326,0,3
2,6,265,3,1,2,2,3,3,2,1,3,0,41326,0,4
2,12,265,1,6,2,2,1,1,1,1,1,0,41401,0,2
2,3,292,2,2,2,1,1,1,2,1,1,60,41326,0,2
2,3,266,2,1,2,2,2,1,2,1,1,0,41326,0,2
1,2,307,1,1,2,1,1,1,2,1,1,0,41326,0,4
1,3,307,1,2,2,2,1,1,1,1,1,0,41330,0,4
2,24,265,2,5,2,2,1,1,1,1,1,0,41401,0,3
1,1,307,3,2,3,1,2,2,2,1,3,0,41401,0,5
2,2,266,2,1,2,1,2,2,2,1,2,0,41326,0,3
2,4,266,3,1,2,2,2,1,2,1,2,0,41326,0,5
1,2,307,2,1,2,1,1,1,2,1,1,0,41326,0,1
1,1,307,3,2,2,2,1,1,2,1,5,0,41326,0,3
1,180,307,1,6,2,2,1,1,1,1,1,0,41327,0,1
2,4,299,1,2,2,1,2,2,2,1,1,0,41401,0,3
1,4,307,2,2,2,2,2,2,2,1,1,0,41326,0,3
2,2,247,1,3,2,1,2,1,2,1,1,0,41326,0,3
2,4,265,1,1,2,2,2,2,2,1,1,0,41401,0,4
2,2,247,2,1,1,2,2,2,2,1,3,0,41401,0,7
1,36,109,1,3,4,2,1,1,1,1,1,0,41326,0,1
1,2,307,2,5,2,1,2,2,2,1,2,0,41326,0,4
1,60,179,1,2,1,1,1,2,2,1,1,300,41326,0,1
2,3,266,3,1,2,2,1,1,2,1,2,0,41401,0,11
2,3,266,1,1,2,1,2,2,2,1,1,15,41326,0,6
2,2,266,2,1,1,1,1,1,2,1,1,0,41401,0,5
2,3,265,1,1,2,2,2,1,3,1,1,0,41326,0,6
2,4,266,2,1,1,1,3,3,3,1,2,0,41326,0,5
1,2,307,3,2,1,1,1,1,2,1,2,0,41330,0,10
2,2,292,1,2,2,1,2,1,2,1,1,100,41326,0,5
2,3,243,2,2,2,2,2,1,2,1,2,0,41401,0,0
1,82,189,1,1,3,1,1,1,1,1,1,300,41326,0,3
2,4,265,2,1,2,2,2,2,2,1,1,0,41401,0,2
1,72,109,1,3,3,3,1,1,2,1,1,0,41326,0,2
1,18,173,2,1,2,1,3,1,1,1,1,200,41401,0,2
2,18,299,1,6,2,1,2,2,2,1,1,50,41326,0,3
1,1,307,2,2,2,1,2,2,2,1,1,60,41326,0,2
2,6,266,2,6,1,1,2,2,1,1,1,0,41326,0,1
2,1,265,3,1,1,2,2,2,2,1,2,0,41336,0,2
2,12,266,2,6,1,1,3,1,2,1,1,0,41401,0,5
2,1,264,2,1,3,3,2,2,3,1,1,0,41326,0,4
2,60,277,2,1,2,2,1,1,1,1,2,0,41327,0,2
2,7,265,3,2,2,2,2,2,2,1,5,0,41401,0,9
2,2,266,1,6,2,1,1,1,2,1,1,0,41336,0,7
1,36,179,1,5,1,2,1,3,1,1,1,200,41401,0,3
1,1,307,1,1,2,2,2,1,2,1,1,0,41326,0,3
1,7,307,2,2,1,1,1,1,1,1,3,100,41401,0,4
2,7,266,2,5,1,1,1,1,1,1,1,30,41326,0,4
1,5,307,3,1,2,1,3,3,2,2,2,0,41326,0,5
2,1,299,3,5,1,1,2,1,2,1,3,0,41401,0,0
2,12,266,2,1,2,1,1,1,2,1,1,100,41326,0,3
1,4,307,1,2,2,1,1,1,2,1,1,0,41326,0,2
1,2,307,2,1,2,1,2,1,2,1,2,0,41327,0,7
2,4,266,1,1,1,1,1,1,2,1,2,0,41324,0,1
2,18,266,3,4,3,1,2,2,2,1,5,0,41345,0,1
2,8,266,2,1,2,1,1,1,1,1,1,0,41401,0,14
1,12,218,1,2,2,2,3,3,3,1,1,0,41326,0,4
2,4,265,2,2,1,2,2,2,2,1,1,0,41326,0,1
2,3,266,1,2,2,1,1,1,2,1,1,0,41326,0,2
2,18,306,1,1,2,1,2,1,1,1,1,0,41401,0,1
1,96,207,1,1,1,2,3,3,3,1,1,0,41401,0,3
1,72,205,1,1,1,3,3,3,3,1,1,0,41326,0,3
1,13,78,1,1,4,1,1,1,2,1,1,100,41326,0,1
2,1,266,2,2,1,1,2,1,2,1,1,0,41326,0,1
1,1,307,2,1,2,1,2,2,2,1,1,0,41401,0,2
2,5,266,1,1,2,1,1,1,2,1,1,50,41326,0,2
2,2,266,3,1,2,1,2,2,2,1,2,0,41326,0,1
2,3,303,2,1,1,1,2,2,2,1,1,0,41401,0,2
1,1,307,2,2,2,1,3,3,2,1,1,0,41326,0,4
2,1,265,1,3,2,2,2,2,2,1,1,50,41326,0,10
1,1,307,3,1,2,2,2,2,2,1,3,0,41326,0,21
1,11,141,1,5,3,2,1,1,2,1,1,0,41401,0,4
2,2,266,1,1,2,1,2,1,2,1,1,0,41401,0,4
2,36,265,1,1,3,2,1,1,1,1,1,0,41326,0,4
2,6,266,3,1,2,1,2,2,2,1,3,0,41326,0,3
1,2,307,3,1,2,1,2,2,2,1,3,0,41326,0,5
2,2,243,3,1,2,1,2,2,2,1,5,0,41326,0,8
2,2,292,1,2,2,2,2,1,2,1,1,0,41326,0,11
1,48,213,1,2,2,3,3,3,3,1,1,0,41326,0,1
1,1,307,3,1,2,1,2,1,2,1,4,0,41401,0,1
2,3,266,1,3,2,1,2,2,2,1,1,0,41326,0,5
2,3,266,2,2,2,1,2,2,2,1,1,0,41326,0,4
1,2,307,2,2,2,1,3,1,1,1,1,0,41326,0,3
2,2,283,2,6,1,1,2,2,2,1,1,0,41326,0,3
2,2,266,2,1,2,1,2,2,2,1,1,0,41326,1,4
2,24,266,1,6,2,1,1,1,2,1,2,0,41401,0,1
2,2,265,2,1,2,2,2,1,2,2,1,0,41326,0,2
1,1,307,2,1,2,1,2,2,2,1,2,0,41326,0,6
1,5,70,1,5,2,1,1,1,1,1,1,0,41401,0,6
1,6,307,1,1,2,1,2,2,2,1,1,0,41401,0,3
1,2,307,2,5,2,1,2,2,2,1,1,0,41326,0,8
1,1,307,2,5,2,2,2,2,2,1,1,0,41327,0,4
1,1,307,3,1,2,2,2,2,2,1,2,0,41326,0,5
1,1,307,2,5,2,2,2,2,2,1,1,0,41326,0,5
1,3,307,2,1,2,1,2,2,2,1,1,0,41401,0,1
1,1,307,1,1,2,1,3,3,2,1,1,0,41326,0,5
2,1,266,2,4,2,1,2,2,2,1,1,0,41325,0,4
2,3,265,1,6,3,2,1,1,1,1,1,30,41326,0,5
2,3,266,2,1,2,1,1,1,2,1,1,0,41401,0,3
2,1,266,3,1,1,1,2,2,2,1,2,0,41326,0,3
1,5,307,2,1,2,3,1,1,1,1,1,0,41326,0,5
1,2,307,1,1,2,2,2,2,2,1,1,0,41326,0,5
1,9,152,1,1,1,1,3,1,2,1,1,0,41325,0,3
2,2,265,1,1,2,2,2,1,2,1,1,0,41332,0,6
1,0,50,1,1,2,1,2,2,2,1,1,0,41401,0,6
2,6,292,2,2,1,1,2,3,3,1,1,0,41326,0,2
1,1,307,2,1,2,1,2,2,2,1,1,0,41326,0,5
2,12,265,2,1,2,2,2,1,1,1,1,0,41326,0,2
2,3,266,2,6,2,1,2,1,2,1,1,0,41401,0,3
2,3,265,2,1,1,2,3,1,3,1,1,0,41401,0,15
2,1,266,2,1,2,1,2,2,2,1,2,0,41327,0,3
1,2,307,1,1,3,2,1,1,2,1,1,0,41401,0,1
2,3,264,1,4,2,3,2,1,2,1,1,700,41326,0,2
2,3,266,2,1,2,1,1,1,1,1,1,0,41326,0,10
2,24,264,2,1,2,3,1,1,2,1,1,0,41326,0,5
2,6,265,1,7,2,2,2,2,2,1,1,0,41327,0,4
2,3,247,2,1,2,1,2,2,2,1,1,0,41326,0,3
1,4,307,1,1,2,1,3,3,2,1,1,0,41401,0,6
1,3,307,2,1,2,2,1,1,2,1,1,0,41326,0,5
2,1,266,1,1,1,1,2,2,2,1,1,0,41326,0,5
2,2,266,3,1,2,1,2,2,2,1,4,0,41401,0,5
2,10,299,2,1,1,2,1,1,1,1,1,0,41326,0,1
2,12,265,1,7,2,2,3,3,3,1,1,0,41401,2,4
1,2,307,1,1,3,2,2,1,2,2,1,0,41326,0,1
1,3,123,1,2,2,2,1,1,2,2,1,200,41330,0,3
2,3,265,3,1,1,2,1,1,1,1,6,0,41326,0,3
1,7,307,2,2,2,1,1,1,3,1,1,0,41326,0,2
1,5,307,2,1,1,1,2,2,2,1,1,0,41326,0,5
1,16,307,3,2,2,1,3,3,3,1,5,0,41327,0,5
2,2,266,2,7,1,1,2,2,2,1,1,0,41401,0,4
2,2,303,2,1,1,1,2,1,2,1,1,0,41401,0,1
2,2,266,2,3,2,1,1,1,2,1,1,0,41326,0,4
2,3,266,1,5,2,1,2,2,2,1,1,0,41326,0,3
2,5,265,1,4,2,2,2,2,2,1,1,100,41361,0,4
1,2,307,2,2,2,1,2,1,2,1,1,5,41327,0,1
1,1,307,3,1,2,2,2,2,2,1,5,50,41401,0,4
1,12,307,3,1,2,1,2,3,2,1,3,0,41326,0,3
2,4,266,2,1,2,1,2,2,2,1,2,0,41326,0,2
2,3,266,2,4,1,1,2,2,2,1,1,0,41401,0,0
2,1,266,3,1,1,1,2,1,2,1,2,0,41401,0,3
1,24,179,1,2,1,3,1,1,2,1,1,150,41326,0,0
1,6,307,2,2,3,1,1,1,2,1,2,0,41326,0,2
2,84,266,1,1,3,1,1,1,1,1,1,0,41401,0,5
2,3,266,2,4,2,1,2,1,2,1,1,0,41326,0,3
2,13,265,3,4,1,2,2,2,2,1,4,50,41326,0,1
1,42,307,1,2,3,1,2,2,2,2,1,0,41327,0,3
2,1,266,3,6,1,1,2,2,2,1,2,0,41336,0,3
1,7,307,2,2,2,2,2,2,1,1,1,0,41326,0,1
1,2,307,2,5,1,1,2,2,2,1,1,0,41332,0,3
2,5,289,2,3,2,1,1,1,2,1,1,0,41326,1,6
1,2,307,2,2,2,1,2,2,2,1,1,0,41326,0,2
1,2,307,3,2,2,2,2,2,2,1,3,0,41326,0,5
1,18,307,2,7,2,1,1,1,1,1,1,0,41326,0,2
1,24,213,1,2,2,2,1,1,2,1,1,0,41326,0,5
2,3,266,2,1,2,1,2,1,2,1,1,0,41326,0,4
1,2,213,1,2,2,2,2,2,2,1,1,0,41326,0,9
2,3,266,1,1,1,2,2,2,2,1,3,0,41401,0,3
1,60,307,1,1,2,1,1,1,1,1,1,0,41401,0,3
1,2,307,3,1,2,1,1,1,2,1,4,0,41401,0,4
1,2,307,1,1,2,1,3,3,2,1,5,0,41332,0,14
1,12,307,2,2,1,2,1,1,2,1,1,80,41326,0,4
2,60,264,3,1,3,3,1,1,1,1,2,0,41326,0,2
1,2,307,1,1,3,1,1,1,2,1,3,0,41326,0,4
1,96,178,2,7,2,1,1,1,1,1,2,0,41326,0,0
2,3,266,2,1,1,1,2,2,2,1,1,0,41326,0,5
1,2,307,2,2,2,1,1,1,2,1,1,0,41401,0,6
2,2,266,2,2,1,1,2,2,2,1,2,0,41336,0,4
1,2,307,1,1,2,2,1,1,2,1,1,0,41326,0,5
2,24,265,1,5,2,2,2,1,1,1,1,200,41401,0,3
2,25,265,3,1,1,2,2,1,2,1,12,0,41326,0,5
1,4,307,2,2,1,1,2,1,2,1,1,0,41401,0,1
1,8,128,1,1,1,1,1,1,1,1,1,0,41401,0,6
1,48,307,2,2,2,1,3,3,1,2,1,0,41326,0,3
1,1,307,2,1,2,2,2,2,2,1,1,0,41401,0,2
1,84,141,1,5,3,2,3,3,3,1,1,0,41401,0,2
1,20,307,2,1,2,2,1,1,1,1,1,0,41326,1,2
1,60,213,1,5,2,2,3,3,3,1,1,0,41327,0,1
